"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00096839","ACHMAD YANI, ID","-6.973","110.375","3.0","2022-02",,,,,,,,,"0","3,S","25","3,S","6","3,S",,,"94","3,S,16,",,,,,,,,,"88.2","3,,,S",,
"IDM00096839","ACHMAD YANI, ID","-6.973","110.375","3.0","2022-04",,,,,,,,,"0","4,S","26","4,S","16","4,S",,,"95","4,S,10,",,,,,,,,,"90.5","4,,,S",,
"IDM00096839","ACHMAD YANI, ID","-6.973","110.375","3.0","2022-05",,,,,,,,,"0","2,S","29","2,S","21","2,S",,,"94","2,S,03,",,,,,,,,,"90.8","2,,,S",,
"IDM00096839","ACHMAD YANI, ID","-6.973","110.375","3.0","2022-06",,,,,,,,,"0",",S","30",",S","18",",S",,,"93",",S,10,",,,,,,,,,"90.2",",,,S",,
"IDM00096839","ACHMAD YANI, ID","-6.973","110.375","3.0","2022-07",,,,,,,,,"0",",S","31",",S","28",",S",,,"94",",S,21,",,,,,,,,,"91.5",",,,S",,
"IDM00096839","ACHMAD YANI, ID","-6.973","110.375","3.0","2022-08",,,,,,,,,"0","1,S","30","1,S","27","1,S",,,"94","1,S,11,+",,,,,,,,,"92.0","1,,,S",,
"IDM00096839","ACHMAD YANI, ID","-6.973","110.375","3.0","2022-09",,,,,,,,,"0","1,S","29","1,S","26","1,S",,,"97","1,S,18,",,,,,,,,,"92.9","1,,,S",,
"IDM00096839","ACHMAD YANI, ID","-6.973","110.375","3.0","2022-10",,,,,,,,,"0","4,S","27","4,S","14","4,S",,,"92","4,S,01,",,,,,,,,,"89.5","4,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2021-01",,,,,,,,,"0","1,S","30","1,S","19","1,S",,,"92","1,S,14,",,,,,,,,,"89.6","1,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2021-03",,,,,,,,,"0","1,S","30","1,S","17","1,S",,,"92","1,S,05,",,,,,,,,,"90.0","1,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2021-04",,,,,,,,,"0","3,S","27","3,S","15","3,S",,,"91","3,S,03,",,,,,,,,,"90.0","3,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2021-05",,,,,,,,,"0","1,S","30","1,S","21","1,S",,,"92","1,S,01,",,,,,,,,,"89.9","1,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2021-06",,,"415","5,S","0","5,S","0","5,S","0",",S","30",",S","15",",S","72","5,S,23,","92",",S,06,",,,"0",",S",,,"81.5","5,S","89.5",",,,S","73.4","5,,,S"
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2021-08",,,,,,,,,"0","2,S","29","2,S","11","2,S",,,"92","2,S,04,",,,,,,,,,"89.2","2,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2021-09",,,,,,,,,"0","3,S","27","3,S","9","3,S",,,"93","3,S,08,",,,,,,,,,"89.2","3,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2021-10",,,,,,,,,"0","2,S","29","2,S","24","2,S",,,"93","2,S,29,",,,,,,,,,"90.7","2,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2021-11",,,,,,,,,"0","2,S","28","2,S","16","2,S",,,"92","2,S,22,",,,,,,,,,"90.1","2,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2021-12",,,,,,,,,"0","3,S","28","3,S","15","3,S",,,"92","3,S,17,",,,,,,,,,"89.6","3,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2022-01",,,,,,,,,"0","3,S","28","3,S","10","3,S",,,"91","3,S,29,+",,,,,,,,,"89.0","3,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2022-02",,,,,,,,,"0","4,S","24","4,S","13","4,S",,,"91","4,S,27,",,,,,,,,,"89.3","4,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2022-03",,,,,,,,,"0","2,S","29","2,S","14","2,S",,,"92","2,S,29,",,,,,,,,,"89.6","2,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2022-04",,,,,,,,,"0","1,S","29","1,S","23","1,S",,,"92","1,S,09,",,,,,,,,,"90.3","1,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2022-05",,,,,,,,,"0","1,S","30","1,S","19","1,S",,,"93","1,S,19,",,,,,,,,,"90.0","1,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2022-06",,,,,,,,,"0",",S","30",",S","19",",S",,,"93",",S,21,",,,,,,,,,"90.0",",,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2022-07",,,,,,,,,"0","1,S","30","1,S","10","1,S",,,"92","1,S,25,+",,,,,,,,,"89.0","1,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2022-08",,,,,,,,,"0",",S","31",",S","12",",S",,,"93",",S,23,",,,,,,,,,"89.4",",,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2022-09",,,,,,,,,"0","1,S","29","1,S","13","1,S",,,"95","1,S,26,",,,,,,,,,"89.5","1,,,S",,
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2022-10",,,,,,,,,"0","4,S","27","4,S","14","4,S",,,"91","4,S,31,+",,,,,,,,,"89.7","4,,,S",,
"IDM00096685","SYAMSUDIN NOOR, ID","-3.442","114.763","20.1","2021-04",,,,,,,,,"0","4,S","26","4,S","19","4,S",,,"96","4,S,25,",,,,,,,,,"91.5","4,,,S",,
"IDM00096685","SYAMSUDIN NOOR, ID","-3.442","114.763","20.1","2021-06",,,,,,,,,"0","2,S","28","2,S","20","2,S",,,"95","2,S,04,",,,,,,,,,"91.2","2,,,S",,
"IDM00096685","SYAMSUDIN NOOR, ID","-3.442","114.763","20.1","2021-10",,,,,,,,,"0","5,S","26","5,S","20","5,S",,,"96","5,S,27,",,,,,,,,,"91.6","5,,,S",,
"IDM00096685","SYAMSUDIN NOOR, ID","-3.442","114.763","20.1","2021-12",,,,,,,,,"0","5,S","26","5,S","4","5,S",,,"92","5,S,22,",,,,,,,,,"87.2","5,,,S",,
"IDM00096685","SYAMSUDIN NOOR, ID","-3.442","114.763","20.1","2022-03",,,,,,,,,"0","4,S","27","4,S","14","4,S",,,"95","4,S,31,",,,,,,,,,"89.7","4,,,S",,
"IDM00096685","SYAMSUDIN NOOR, ID","-3.442","114.763","20.1","2022-04",,,,,,,,,"0","4,S","26","4,S","18","4,S",,,"96","4,S,30,",,,,,,,,,"91.1","4,,,S",,
"IDM00096685","SYAMSUDIN NOOR, ID","-3.442","114.763","20.1","2022-05",,,,,,,,,"0","4,S","27","4,S","20","4,S",,,"95","4,S,03,",,,,,,,,,"90.7","4,,,S",,
"IDM00096685","SYAMSUDIN NOOR, ID","-3.442","114.763","20.1","2022-06",,,,,,,,,"0","2,S","28","2,S","16","2,S",,,"94","2,S,01,",,,,,,,,,"89.8","2,,,S",,
"IDM00096685","SYAMSUDIN NOOR, ID","-3.442","114.763","20.1","2022-07",,,,,,,,,"0","5,S","26","5,S","13","5,S",,,"93","5,S,21,+",,,,,,,,,"89.0","5,,,S",,
"IDM00096685","SYAMSUDIN NOOR, ID","-3.442","114.763","20.1","2022-08",,,,,,,,,"0","5,S","26","5,S","16","5,S",,,"96","5,S,12,",,,,,,,,,"89.7","5,,,S",,
"IDM00096685","SYAMSUDIN NOOR, ID","-3.442","114.763","20.1","2022-09",,,,,,,,,"0","3,S","27","3,S","15","3,S",,,"95","3,S,22,",,,,,,,,,"89.4","3,,,S",,
"IDM00096685","SYAMSUDIN NOOR, ID","-3.442","114.763","20.1","2022-10",,,,,,,,,"0","3,S","28","3,S","10","3,S",,,"94","3,S,31,",,,,,,,,,"88.6","3,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2021-01",,,,,,,,,"0","5,S","26","5,S","7","5,S",,,"92","5,S,14,+",,,,,,,,,"88.3","5,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2021-03",,,,,,,,,"0","3,S","28","3,S","2","3,S",,,"91","3,S,26,",,,,,,,,,"88.0","3,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2021-04",,,,,,,,,"0","1,S","29","1,S","2","1,S",,,"92","1,S,13,",,,,,,,,,"87.4","1,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2021-05",,,,,,,,,"0","2,S","29","2,S","0","2,S",,,"90","2,S,13,",,,,,,,,,"87.8","2,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2021-06",,,,,,,,,"0","1,S","29","1,S","5","1,S",,,"91","1,S,21,",,,,,,,,,"88.0","1,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2021-07",,,,,,,,,"0","1,S","30","1,S","0","1,S",,,"90","1,S,28,",,,,,,,,,"87.3","1,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2021-08",,,,,,,,,"0","1,S","30","1,S","6","1,S",,,"91","1,S,30,",,,,,,,,,"88.7","1,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2021-09",,,,,,,,,"0","1,S","29","1,S","11","1,S",,,"94","1,S,30,",,,,,,,,,"89.9","1,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2021-10",,,,,,,,,"0","1,S","30","1,S","30","1,S",,,"96","1,S,26,",,,,,,,,,"92.1","1,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2021-11",,,,,,,,,"0","3,S","27","3,S","21","3,S",,,"94","3,S,01,",,,,,,,,,"90.8","3,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2021-12",,,,,,,,,"0","2,S","29","2,S","18","2,S",,,"93","2,S,16,",,,,,,,,,"89.6","2,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2022-03",,,,,,,,,"0","2,S","29","2,S","10","2,S",,,"92","2,S,20,",,,,,,,,,"89.3","2,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2022-04",,,,,,,,,"0","2,S","28","2,S","23","2,S",,,"95","2,S,19,",,,,,,,,,"91.0","2,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2022-05",,,,,,,,,"0","3,S","28","3,S","17","3,S",,,"92","3,S,17,",,,,,,,,,"89.7","3,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2022-06",,,,,,,,,"0","2,S","28","2,S","12","2,S",,,"93","2,S,03,",,,,,,,,,"88.8","2,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2022-07",,,,,,,,,"0","2,S","29","2,S","0","2,S",,,"86","2,S,31,+",,,,,,,,,"83.5","2,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2022-08",,,,,,,,,"0",",S","31",",S","4",",S",,,"92",",S,20,",,,,,,,,,"87.2",",,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2022-09",,,,,,,,,"0","2,S","28","2,S","13","2,S",,,"94","2,S,24,",,,,,,,,,"89.7","2,,,S",,
"IDM00097378","ROTE BAA LEKUNIK, ID","-10.733","123.067","1.0","2022-10",,,,,,,,,"0","2,S","29","2,S","14","2,S",,,"93","2,S,17,",,,,,,,,,"89.9","2,,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2021-01",,,,,,,,,"0",",S","31",",S","1",",S",,,"91",",S,22,",,,,,,,,,"86.7",",,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2021-03",,,,,,,,,"0",",S","31",",S","1",",S",,,"90",",S,14,",,,,,,,,,"86.4",",,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2021-04",,,,,,,,,"0","1,S","29","1,S","0","1,S",,,"89","1,S,27,",,,,,,,,,"86.8","1,,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2021-05",,,,,,,,,"0","2,S","29","2,S","0","2,S",,,"89","2,S,06,",,,,,,,,,"86.5","2,,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2021-06",,,,,,,,,"0",",S","30",",S","0",",S",,,"90",",S,13,",,,,,,,,,"86.1",",,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2021-07",,,,,,,,,"0","2,S","29","2,S","0","2,S",,,"89","2,S,31,",,,,,,,,,"85.9","2,,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2021-08",,,,,,,,,"0","1,S","30","1,S","0","1,S",,,"89","1,S,11,",,,,,,,,,"86.3","1,,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2021-09",,,,,,,,,"0","1,S","29","1,S","0","1,S",,,"89","1,S,02,",,,,,,,,,"86.9","1,,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2021-10",,,,,,,,,"0",",S","31",",S","2",",S",,,"90",",S,26,+",,,,,,,,,"87.5",",,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2021-11",,,,,,,,,"0",",S","30",",S","3",",S",,,"90",",S,08,",,,,,,,,,"87.5",",,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2022-01",,,,,,,,,"0","4,S","27","4,S","0","4,S",,,"89","4,S,25,+",,,,,,,,,"86.4","4,,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2022-02",,,,,,,,,"0",",S","28",",S","0",",S",,,"89",",S,07,",,,,,,,,,"85.8",",,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2022-03",,,,,,,,,"0",",S","31",",S","0",",S",,,"89",",S,19,",,,,,,,,,"86.7",",,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2022-04",,,,,,,,,"0","1,S","29","1,S","1","1,S",,,"90","1,S,26,",,,,,,,,,"86.9","1,,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2022-05",,,,,,,,,"0","2,S","29","2,S","2","2,S",,,"90","2,S,18,",,,,,,,,,"87.0","2,,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2022-06",,,,,,,,,"0","1,S","29","1,S","0","1,S",,,"89","1,S,14,",,,,,,,,,"86.9","1,,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2022-07",,,,,,,,,"0",",S","31",",S","0",",S",,,"88",",S,01,",,,,,,,,,"85.3",",,,S",,
"ID000097560","BIAK FRANS KAISIEPO, ID","-1.183","136.117","11.0","2022-08",,,,,,,,,"0","4,S","27","4,S","0","4,S",,,"89","4,S,24,+",,,,,,,,,"86.1","4,,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2021-01",,,,,,,,,"0",",S","31",",S","0",",S",,,"88",",S,08,",,,,,,,,,"85.0",",,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2021-03",,,,,"0","4,S","0","4,S","0","2,S","29","2,S","11","2,S","68","4,S,01,","91","2,S,24,",,,,,,,"82.0","6,S","89.3","2,,,S","74.6","4,,,S"
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2021-04",,,"442","4,S","0","3,S","0","3,S","0","1,S","29","1,S","9","1,S","70","3,S,14,","92","1,S,18,",,,"0","1,S",,,"81.9","4,S","88.6","1,,,S","75.3","3,,,S"
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2021-05",,,"451","5,S","0","5,S","0","5,S","0",",S","31",",S","12",",S","70","5,S,08,","91",",S,16,",,,"0",",S",,,"82.3","5,S","88.8",",,,S","75.7","5,,,S"
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2021-06",,,"463","3,S","0","3,S","0","3,S","0",",S","30",",S","12",",S","71","3,S,15,","92",",S,17,",,,"0",",S",,,"82.3","3,S","88.8",",,,S","75.7","3,,,S"
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2021-07",,,,,,,,,"0","2,S","29","2,S","11","2,S",,,"92","2,S,28,+",,,,,,,,,"87.9","2,,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2021-08",,,,,,,,,"0","1,S","30","1,S","4","1,S",,,"91","1,S,29,",,,,,,,,,"87.2","1,,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2021-09",,,,,,,,,"0","1,S","29","1,S","9","1,S",,,"94","1,S,23,",,,,,,,,,"88.0","1,,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2021-10",,,,,,,,,"0","4,S","27","4,S","4","4,S",,,"92","4,S,17,",,,,,,,,,"87.6","4,,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2021-11",,,"391","5,S","0","4,S","0","4,S","0","1,S","29","1,S","0","1,S","71","4,S,30,","90","1,S,02,",,,"0","1,S",,,"80.5","5,S","86.2","1,,,S","74.8","4,,,S"
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2021-12",,,,,,,,,"0","3,S","28","3,S","0","3,S",,,"88","3,S,14,",,,,,,,,,"85.3","3,,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2022-01","410",,"410","5,S","0","2,S","0","2,S","0","3,S","28","3,S","0","3,S","72","2,S,05,","89","3,S,28,",,,"0","3,S",,,"80.7","5,S","86.4","3,,,S","75.0","2,,,S"
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2022-02",,,,,,,,,"0","1,S","27","1,S","0","1,S",,,"90","1,S,21,",,,,,,,,,"86.5","1,,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2022-03",,,,,,,,,"0",",S","31",",S","3",",S",,,"91",",S,15,",,,,,,,,,"87.4",",,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2022-04",,,"490","2,S","0","2,S","0","2,S","0","1,S","29","1,S","12","1,S","73","2,S,04,","93","1,S,28,",,,"0","1,S",,,"82.5","2,S","89.3","1,,,S","75.8","2,,,S"
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2022-05",,,,,,,,,"0","1,S","30","1,S","21","1,S",,,"95","1,S,17,",,,,,,,,,"90.7","1,,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2022-06",,,,,,,,,"0",",S","30",",S","9",",S",,,"93",",S,05,",,,,,,,,,"88.3",",,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2022-07",,,,,,,,,"0",",S","31",",S","11",",S",,,"92",",S,07,",,,,,,,,,"88.5",",,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2022-08",,,,,,,,,"0","1,S","30","1,S","10","1,S",,,"91","1,S,07,",,,,,,,,,"88.6","1,,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2022-09",,,,,,,,,"0",",S","30",",S","13",",S",,,"93",",S,19,+",,,,,,,,,"88.9",",,,S",,
"IDM00096001","MAIMUN SALEH, ID","5.874","95.34","113.0","2022-10",,,,,,,,,"0","1,S","30","1,S","3","1,S",,,"90","1,S,08,",,,,,,,,,"86.6","1,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2021-01",,,,,"0","5,S","0","5,S","0","5,S","26","5,S","14","5,S","73","5,S,20,","92","5,S,22,",,,,,,,"82.5","0,S","89.2","5,,,S","75.8","5,,,S"
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2021-03",,,,,,,,,"0","3,S","28","3,S","9","3,S",,,"92","3,S,16,+",,,,,,,,,"88.8","3,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2021-04",,,,,,,,,"0","2,S","28","2,S","10","2,S",,,"92","2,S,16,",,,,,,,,,"88.8","2,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2021-05",,,,,,,,,"0","4,S","27","4,S","7","4,S",,,"92","4,S,01,",,,,,,,,,"88.9","4,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2021-06",,,,,,,,,"0","2,S","28","2,S","1","2,S",,,"90","2,S,25,",,,,,,,,,"88.3","2,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2021-07",,,,,,,,,"0","3,S","28","3,S","5","3,S",,,"91","3,S,01,",,,,,,,,,"87.8","3,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2021-09",,,,,,,,,"0","2,S","28","2,S","11","2,S",,,"91","2,S,30,+",,,,,,,,,"88.6","2,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2021-11",,,,,,,,,"0","2,S","28","2,S","19","2,S",,,"94","2,S,23,",,,,,,,,,"90.5","2,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2021-12",,,,,,,,,"0","4,S","27","4,S","13","4,S",,,"94","4,S,24,",,,,,,,,,"89.4","4,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2022-01",,,,,,,,,"0","5,S","26","5,S","12","5,S",,,"92","5,S,14,",,,,,,,,,"89.3","5,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2022-02",,,,,"0","5,S","0","5,S","0","4,S","24","4,S","11","4,S","74","5,S,25,","92","4,S,08,+",,,,,,,"82.5","8,S","89.1","4,,,S","75.9","5,,,S"
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2022-03",,,,,,,,,"0","4,S","27","4,S","16","4,S",,,"93","4,S,21,",,,,,,,,,"89.9","4,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2022-04",,,,,,,,,"0","4,S","26","4,S","14","4,S",,,"93","4,S,20,",,,,,,,,,"89.3","4,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2022-05",,,,,,,,,"0","2,S","29","2,S","19","2,S",,,"93","2,S,21,",,,,,,,,,"90.4","2,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2022-06",,,,,,,,,"0","2,S","28","2,S","16","2,S",,,"92","2,S,23,",,,,,,,,,"89.7","2,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2022-07",,,,,,,,,"0","2,S","29","2,S","12","2,S",,,"91","2,S,04,",,,,,,,,,"88.4","2,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2022-08",,,,,,,,,"0","3,S","28","3,S","14","3,S",,,"92","3,S,17,",,,,,,,,,"89.3","3,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2022-09",,,,,,,,,"0","3,S","27","3,S","18","3,S",,,"93","3,S,23,",,,,,,,,,"90.3","3,,,S",,
"IDM00097530","RENDANI, ID","-0.892","134.049","7.0","2022-10",,,,,,,,,"0","4,S","27","4,S","23","4,S",,,"94","4,S,04,",,,,,,,,,"91.2","4,,,S",,
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2021-01","424","S","424","4,S","0","1,S","0","1,S","0","4,S","27","4,S","19","4,S","68","1,S,15,","94","4,S,30,",,,"0","4,S",,,"80.7","4,S","90.4","4,,,S","71.0","1,,,S"
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2021-03",,,,,"0","5,S","0","5,S",,,,,,,"70","5,S,14,",,,,,,,,,,,,,"71.6","5,,,S"
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2021-04",,,,,"0","4,S","0","4,S","0","4,S","26","4,S","23","4,S","70","4,S,28,","94","4,S,05,",,,,,,,"81.7","8,S","91.2","4,,,S","72.2","4,,,S"
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2021-05",,,"438","5,S","0","4,S","0","4,S","0","2,S","29","2,S","23","2,S","70","4,S,20,","93","2,S,24,",,,"0","2,S",,,"81.9","5,S","90.5","2,,,S","73.3","4,,,S"
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2021-06",,,,,"0","5,S","0","5,S","0","3,S","27","3,S","21","3,S","68","5,S,30,+","93","3,S,13,",,,,,,,"81.0","7,S","90.4","3,,,S","71.5","5,,,S"
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2021-07",,,,,"0","3,S","0","3,S","0","4,S","27","4,S","17","4,S","69","3,S,20,+","93","4,S,18,",,,,,,,"80.7","6,S","89.7","4,,,S","71.7","3,,,S"
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2021-08",,,,,"0","5,S","0","5,S","0","4,S","27","4,S","15","4,S","68","5,S,25,","94","4,S,06,",,,,,,,"80.3","8,S","89.2","4,,,S","71.5","5,,,S"
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2021-09",,,,,"0","4,S","0","4,S","0","5,S","25","5,S","16","5,S","68","4,S,13,","94","5,S,24,",,,,,,,"80.6","8,S","90.1","5,,,S","71.1","4,,,S"
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2021-10",,,"421","5,S","0","2,S","0","2,S","0","3,S","28","3,S","20","3,S","69","2,S,06,","94","3,S,19,",,,"0","3,S",,,"81.1","5,S","90.6","3,,,S","71.6","2,,,S"
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2021-11",,,,,"0","3,S","0","3,S",,,,,,,"69","3,S,25,",,,,,,,,,,,,,"71.3","3,,,S"
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2021-12",,,"465","1,S","0",",S","0",",S","0","1,S","30","1,S","16","1,S","69",",S,29,","99","1,S,13,",,,"0","1,S",,,"80.5","1,S","89.5","1,,,S","71.5",",,,S"
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2022-01","464",,"464","2,S","0","2,S","0","2,S","0",",S","31",",S","23",",S","68","2,S,22,","94",",S,07,",,,"0",",S",,,"80.9","2,S","90.8",",,,S","70.9","2,,,S"
"ID000096073","SIBOLGA PINANGSORI, ID","1.55","98.883","3.0","2022-02","852",,"388","3,S","0","1,S","0","1,S","0","2,S","26","2,S","20","2,S","67","1,S,21,","94","2,S,20,",,,"0","2,S",,,"80.5","3,S","90.8","2,,,S","70.2","1,,,S"
