"STATION","NAME","DATE","CDSD","CLDD","DT00","DT32","DX32","DX70","DX90","EMNT","EMXT","HDSD","HTDD","PRCP","TAVG","TMAX","TMIN"
"IDM00097700","NAMLEA BURU ISLAND, ID","2022-06",,,,,"0","27","0",,"89",,,,,"87.9",
"IDM00097700","NAMLEA BURU ISLAND, ID","2022-07",,,,,"0","28","0",,"89",,,,,"85.4",
"IDM00097700","NAMLEA BURU ISLAND, ID","2022-08",,,,,"0","28","0",,"89",,,,,"85.8",
"IDM00097700","NAMLEA BURU ISLAND, ID","2022-09",,,,,"0","29","2",,"90",,,,,"87.9",
"IDM00097700","NAMLEA BURU ISLAND, ID","2022-10",,,,,"0","27","9",,"92",,,,,"89.3",
"IDM00096695","KOTABARU SETAGEN, ID","2022-01",,"502","0","0","0","31","13","73","94","0","0",,"82.3","89.5","75.2"
"IDM00096695","KOTABARU SETAGEN, ID","2022-02",,"434","0","0","0","28","9","73","92","0","0",,"81.6","88.0","75.3"
"IDM00096695","KOTABARU SETAGEN, ID","2022-03",,"466","0","0","0","29","17","73","94","0","0",,"83.0","90.4","75.6"
"IDM00096695","KOTABARU SETAGEN, ID","2022-04",,"491","0","0","0","29","21","73","93","0","0",,"83.3","90.3","76.2"
"IDM00096695","KOTABARU SETAGEN, ID","2022-05",,"480","0","0","0","30","20","74","93","0","0",,"83.4","90.3","76.6"
"IDM00096695","KOTABARU SETAGEN, ID","2022-06",,"448","0","0","0","30","9","73","93","0","0",,"81.5","88.1","74.9"
"IDM00096695","KOTABARU SETAGEN, ID","2022-07","429","429","0","0","0","30","1","72","90","0","0",,"80.6","86.5","74.8"
"IDM00096695","KOTABARU SETAGEN, ID","2022-08","863","433","0","0","0","31","4","72","91","0","0",,"80.9","87.2","74.7"
"IDM00096695","KOTABARU SETAGEN, ID","2022-09","1285","423","0","0","0","30","6","72","91","0","0",,"80.8","87.2","74.5"
"IDM00096695","KOTABARU SETAGEN, ID","2022-10",,,,,"0","26","6",,"92",,,,,"87.9",
"IDM00097300","WAI OTI, ID","2022-01",,,,,"0","31","3",,"93",,,,,"86.6",
"IDM00097300","WAI OTI, ID","2022-02",,,,,"0","27","1",,"93",,,,,"87.0",
"IDM00097300","WAI OTI, ID","2022-03",,,,,"0","31","14",,"93",,,,,"89.2",
"IDM00097300","WAI OTI, ID","2022-04",,,,,"0","29","23",,"95",,,,,"91.2",
"IDM00097300","WAI OTI, ID","2022-05",,,,,"0","30","24",,"95",,,,,"91.4",
"IDM00097300","WAI OTI, ID","2022-06",,,,,"0","30","16",,"95",,,,,"90.1",
"IDM00097300","WAI OTI, ID","2022-07",,,,,"0","31","1",,"90",,,,,"87.6",
"IDM00097300","WAI OTI, ID","2022-08",,,,,"0","31","16",,"94",,,,,"89.9",
"IDM00097300","WAI OTI, ID","2022-09",,,,,"0","30","25",,"95",,,,,"91.7",
"IDM00097300","WAI OTI, ID","2022-10",,,,,"0","30","29",,"97",,,,,"93.0",
"ID000097372","KUPANG ELTARI, ID","2022-01",,,,,"0","29","0",,"89",,,,,"86.7",
"ID000097372","KUPANG ELTARI, ID","2022-02",,,,,"0","26","4",,"92",,,,,"86.9",
"ID000097372","KUPANG ELTARI, ID","2022-03",,,,,"0","31","13",,"94",,,,,"89.8",
"ID000097372","KUPANG ELTARI, ID","2022-04",,,,,"0","28","24",,"94",,,,,"91.6",
"ID000097372","KUPANG ELTARI, ID","2022-05",,,,,"0","30","29",,"95",,,,,"91.9",
"ID000097372","KUPANG ELTARI, ID","2022-06",,,,,"0","30","13",,"93",,,,,"89.4",
"ID000097372","KUPANG ELTARI, ID","2022-07",,,,,"0","30","1",,"91",,,,,"86.6",
"ID000097372","KUPANG ELTARI, ID","2022-08",,,,,"0","31","23",,"94",,,,,"90.8",
"ID000097372","KUPANG ELTARI, ID","2022-09",,,,,"0","30","29",,"98",,,,,"92.6",
"ID000097372","KUPANG ELTARI, ID","2022-10",,,,,"0","30","26",,"97",,,,,"92.9",
"IDM00096011","SULTAN ISKANDARMUDA, ID","2022-01",,,"0","0","0","27","14","72","93",,,,"81.5","89.4","73.5"
"IDM00096011","SULTAN ISKANDARMUDA, ID","2022-02",,"399","0","0","0","27","13","72","92",,"0",,"81.5","88.9","74.1"
"IDM00096011","SULTAN ISKANDARMUDA, ID","2022-03",,"465","0","0","0","31","21","72","92",,"0",,"82.3","90.0","74.6"
"IDM00096011","SULTAN ISKANDARMUDA, ID","2022-04",,"472","0","0","0","27","26","71","94",,"0",,"83.1","92.0","74.3"
"IDM00096011","SULTAN ISKANDARMUDA, ID","2022-05",,"513","0","0","0","30","29","73","97",,"0",,"84.6","94.2","75.1"
"IDM00096011","SULTAN ISKANDARMUDA, ID","2022-06",,,"0","0","0","26","18","72","95",,,,"82.5","91.0","73.9"
"IDM00096011","SULTAN ISKANDARMUDA, ID","2022-07",,"485","0","0","0","28","21","69","95","0","0",,"83.0","91.8","74.2"
"IDM00096011","SULTAN ISKANDARMUDA, ID","2022-08",,,,,"0","31","25",,"96",,,,,"91.6",
"IDM00096011","SULTAN ISKANDARMUDA, ID","2022-09",,"447","0","0","0","30","24","70","98",,"0",,"82.7","91.7","73.8"
"IDM00096011","SULTAN ISKANDARMUDA, ID","2022-10",,,,,"0","30","11",,"91",,,,,"88.9",
"IDM00096253","FATMAWATI SOEKARNO, ID","2022-01",,,,,"0","29","13",,"92",,,,,"89.5",
"IDM00096253","FATMAWATI SOEKARNO, ID","2022-02",,,"0","0","0","26","20","71","94",,,,"82.3","90.7","74.0"
"IDM00096253","FATMAWATI SOEKARNO, ID","2022-03",,,,,"0","30","11",,"92",,,,,"89.4",
"IDM00096253","FATMAWATI SOEKARNO, ID","2022-04",,,,,"0","27","15",,"92",,,,,"89.9",
"IDM00096253","FATMAWATI SOEKARNO, ID","2022-05",,,,,"0","30","17",,"93",,,,,"89.9",
"IDM00096253","FATMAWATI SOEKARNO, ID","2022-06",,"424","0","0","0","28","4","71","90",,"0",,"81.1","88.3","74.0"
"IDM00096253","FATMAWATI SOEKARNO, ID","2022-07","429","429","0","0","0","30","9","70","94",,"0",,"81.4","88.9","73.9"
"IDM00096253","FATMAWATI SOEKARNO, ID","2022-08",,,,,"0","30","7",,"93",,,,,"88.2",
"IDM00096253","FATMAWATI SOEKARNO, ID","2022-09",,,"0","0","0","29","5","72","90",,,,"80.4","87.5","73.3"
"IDM00096253","FATMAWATI SOEKARNO, ID","2022-10",,,,,"0","28","0",,"89",,,,,"86.7",
"ID000097690","JAYAPURA SENTANI, ID","2022-06",,,,,"0","26","25",,"96",,,,,"94.0",
"ID000097690","JAYAPURA SENTANI, ID","2022-07",,,,,"0","26","21",,"95",,,,,"91.6",
"IDM00096295","RADIN INTEN II, ID","2022-05",,,,,"0","29","21",,"95",,,,,"91.1",
"IDM00096295","RADIN INTEN II, ID","2022-06",,,,,"0","30","12",,"94",,,,,"88.9",
"IDM00096295","RADIN INTEN II, ID","2022-07",,,,,"0","31","19",,"92",,,,,"89.4",
"IDM00096295","RADIN INTEN II, ID","2022-08",,,,,"0","29","15",,"94",,,,,"89.8",
"IDM00096295","RADIN INTEN II, ID","2022-09",,,,,"0","26","16",,"93",,,,,"89.7",
"IDM00096295","RADIN INTEN II, ID","2022-10",,,,,"0","26","19",,"94",,,,,"90.3",
"IDM00096737","SERANG, ID","2022-01",,,,,"0","31","18",,"95",,,,,"90.3",
"IDM00096737","SERANG, ID","2022-02",,,,,"0","27","13",,"96",,,,,"89.5",
"IDM00096737","SERANG, ID","2022-03",,,,,"0","30","19",,"94",,,,,"90.4",
"IDM00096737","SERANG, ID","2022-04",,,"0","0","0","29","24","73","96",,,,"83.9","91.9","75.9"
"IDM00096737","SERANG, ID","2022-05",,,,,"0","30","25",,"96",,,,,"91.4",
"IDM00096737","SERANG, ID","2022-06",,,,,"0","30","20",,"93",,,,,"90.0",
"IDM00096737","SERANG, ID","2022-07",,,,,"0","31","24",,"93",,,,,"90.8",
"IDM00096737","SERANG, ID","2022-08",,"464","0","0","0","31","22","73","93",,"0",,"82.7","90.8","74.6"
"IDM00096737","SERANG, ID","2022-09",,"488","0","0","0","30","24","72","95",,"0",,"82.9","91.5","74.4"
"IDM00096737","SERANG, ID","2022-10",,,,,"0","30","20",,"95",,,,,"90.8",
"IDM00096935","SURABAYA JUANDA, ID","2022-01",,,,,"0","30","21",,"94",,,,,"90.5",
"IDM00096935","SURABAYA JUANDA, ID","2022-02",,,,,"0","26","15",,"91",,,,,"89.5",
"IDM00096935","SURABAYA JUANDA, ID","2022-03",,,,,"0","30","25",,"94",,,,,"91.2",
"IDM00096935","SURABAYA JUANDA, ID","2022-04",,,,,"0","29","22",,"95",,,,,"91.1",
"IDM00096935","SURABAYA JUANDA, ID","2022-05",,,,,"0","30","20",,"92",,,,,"90.2",
"IDM00096935","SURABAYA JUANDA, ID","2022-06",,,,,"0","30","17",,"93",,,,,"89.7",
"IDM00096935","SURABAYA JUANDA, ID","2022-07",,,,,"0","31","12",,"93",,,,,"89.3",
"IDM00096935","SURABAYA JUANDA, ID","2022-08",,,,,"0","30","20",,"93",,,,,"90.0",
"IDM00096935","SURABAYA JUANDA, ID","2022-09",,,,,"0","30","28",,"95",,,,,"92.3",
"IDM00096935","SURABAYA JUANDA, ID","2022-10",,,,,"0","28","18",,"94",,,,,"90.8",
"IDM00097780","ENAROTALI, ID","2022-01",,,,,"0","29","0",,"80",,,,,"75.1",
"IDM00097780","ENAROTALI, ID","2022-02",,,,,"0","28","0",,"78",,,,,"75.8",
"IDM00097780","ENAROTALI, ID","2022-03",,,,,"0","31","0",,"80",,,,,"76.2",
"IDM00097780","ENAROTALI, ID","2022-04",,,,,"0","29","0",,"80",,,,,"76.7",
"IDM00097780","ENAROTALI, ID","2022-05",,,,,"0","30","0",,"81",,,,,"77.2",
"IDM00097780","ENAROTALI, ID","2022-06",,,,,"0","30","0",,"78",,,,,"75.8",
"IDM00097780","ENAROTALI, ID","2022-07",,,,,"0","30","0",,"77",,,,,"74.4",
"IDM00097780","ENAROTALI, ID","2022-08",,,,,"0","30","0",,"80",,,,,"74.6",
"IDM00097780","ENAROTALI, ID","2022-09",,,,,"0","30","0",,"79",,,,,"75.8",
"IDM00097780","ENAROTALI, ID","2022-10",,,,,"0","26","0",,"80",,,,,"76.4",
"IDM00096615","RAHADI USMAN, ID","2022-01",,"466","0","0","0","28","20","72","92","0","0",,"82.8","89.9","75.7"
"IDM00096615","RAHADI USMAN, ID","2022-02",,"443","0","0","0","27","15","73","94","0","0",,"82.0","89.7","74.4"
"IDM00096615","RAHADI USMAN, ID","2022-03",,,"0","0","0","29","17","72","95",,,,"83.3","90.9","75.7"
"IDM00096615","RAHADI USMAN, ID","2022-04",,,"0","0","0","29","19","73","94",,,,"83.1","90.4","75.8"
"IDM00096615","RAHADI USMAN, ID","2022-05",,,,,"0","30","23",,"96",,,,,"91.1",
"IDM00096615","RAHADI USMAN, ID","2022-06",,"463","0","0","0","29","14","73","93",,"0",,"82.1","89.8","74.3"
"IDM00096615","RAHADI USMAN, ID","2022-07","492","492","0","0","0","31","24","72","93",,"0",,"82.6","90.7","74.4"
"IDM00096615","RAHADI USMAN, ID","2022-08","991","499","0","0","0","31","20","72","94",,"0",,"82.3","90.2","74.2"
"IDM00096615","RAHADI USMAN, ID","2022-09",,,,,"0","30","14",,"93",,,,,"89.1",
"IDM00096615","RAHADI USMAN, ID","2022-10",,,,,"0","29","7",,"92",,,,,"88.4",
"IDM00096535","PALOH, ID","2022-01","404","404","0","0","0","29","1","72","90","0","0",,"79.9","85.7","74.1"
"IDM00096535","PALOH, ID","2022-02","782","378","0","0","0","23","5","73","93","0","0",,"81.5","88.7","74.3"
"IDM00096535","PALOH, ID","2022-03","1236","454","0","0","0","27","17","73","93","0","0",,"81.8","89.6","74.0"
"IDM00096535","PALOH, ID","2022-04","1725","489","0","0","0","29","18","72","94","0","0",,"82.5","90.3","74.6"
"IDM00096535","PALOH, ID","2022-05","2238","513","0","0","0","29","23","73","96","0","0",,"83.3","91.2","75.4"
"IDM00096535","PALOH, ID","2022-06","2728","490","0","0","0","30","8","72","92","0","0",,"81.4","88.4","74.2"
"IDM00096535","PALOH, ID","2022-07","3243","514","0","0","0","31","20","72","95","0","0",,"82.1","90.2","74.1"
"IDM00096535","PALOH, ID","2022-08","3741","498","0","0","0","31","19","72","93","0","0",,"81.6","89.2","74.0"
"IDM00096535","PALOH, ID","2022-09","4224","483","0","0","0","30","10","72","91","0","0",,"81.1","88.6","73.7"
"IDM00096535","PALOH, ID","2022-10",,,,,"0","26","2",,"91",,,,,"87.3",
"IDM00096655","TJILIK RIWUT, ID","2022-01",,,,,"0","30","20",,"95",,,,,"90.5",
"IDM00096655","TJILIK RIWUT, ID","2022-02",,,,,"0","27","16",,"94",,,,,"89.9",
"IDM00096655","TJILIK RIWUT, ID","2022-03",,,,,"0","31","22",,"95",,,,,"90.8",
"IDM00096655","TJILIK RIWUT, ID","2022-04",,,,,"0","29","18",,"95",,,,,"90.7",
"IDM00096655","TJILIK RIWUT, ID","2022-05",,,,,"0","30","23",,"95",,,,,"91.2",
"IDM00096655","TJILIK RIWUT, ID","2022-06",,,,,"0","30","19",,"93",,,,,"90.0",
"IDM00096655","TJILIK RIWUT, ID","2022-07","505","505","0","0","0","31","22","72","94",,"0",,"82.4","90.5","74.4"
"IDM00096655","TJILIK RIWUT, ID","2022-08",,,,,"0","31","18",,"94",,,,,"90.2",
"IDM00096655","TJILIK RIWUT, ID","2022-09",,,,,"0","30","18",,"94",,,,,"89.9",
"IDM00096655","TJILIK RIWUT, ID","2022-10",,,,,"0","30","18",,"93",,,,,"90.0",
"IDM00097028","TOLI TOLI LALOS, ID","2022-01",,,,,"0","30","2",,"90",,,,,"86.9",
"IDM00097028","TOLI TOLI LALOS, ID","2022-02",,,,,"0","27","1",,"92",,,,,"87.0",
"IDM00097028","TOLI TOLI LALOS, ID","2022-03",,,,,"0","30","1",,"91",,,,,"87.8",
"IDM00097028","TOLI TOLI LALOS, ID","2022-04",,,,,"0","29","8",,"92",,,,,"88.5",
"IDM00097028","TOLI TOLI LALOS, ID","2022-05",,,,,"0","30","6",,"92",,,,,"88.7",
"IDM00097028","TOLI TOLI LALOS, ID","2022-06",,,,,"0","29","5",,"91",,,,,"88.7",
"IDM00097028","TOLI TOLI LALOS, ID","2022-07",,,,,"0","30","2",,"91",,,,,"88.2",
"IDM00097028","TOLI TOLI LALOS, ID","2022-08",,,,,"0","31","3",,"90",,,,,"87.8",
"IDM00097028","TOLI TOLI LALOS, ID","2022-09",,,,,"0","29","4",,"92",,,,,"88.2",
"IDM00097028","TOLI TOLI LALOS, ID","2022-10",,,,,"0","28","6",,"91",,,,,"88.6",
"ID000096805","CILACAP, ID","2022-01",,,,,"0","26","14",,"94",,,,,"89.8",
"ID000096805","CILACAP, ID","2022-02",,"417","0","0","0","27","11","74","92",,"0",,"82.5","88.9","76.0"
"ID000096805","CILACAP, ID","2022-03",,,,,"0","30","10",,"92",,,,,"88.7",
"ID000096805","CILACAP, ID","2022-04",,,,,"0","27","6",,"91",,,,,"88.8",
"ID000096805","CILACAP, ID","2022-05",,,,,"0","29","9",,"92",,,,,"89.2",
"ID000096805","CILACAP, ID","2022-06",,,,,"0","29","0",,"89",,,,,"87.2",
"ID000096805","CILACAP, ID","2022-07",,,,,"0","31","0",,"89",,,,,"85.9",
"ID000096805","CILACAP, ID","2022-08",,,,,"0","31","0",,"88",,,,,"85.2",
"ID000096805","CILACAP, ID","2022-09",,,,,"0","30","0",,"88",,,,,"86.0",
"ID000096805","CILACAP, ID","2022-10",,,,,"0","28","0",,"89",,,,,"84.9",
"ID000096925","SANGKAPURA BAWEAN, ID","2022-01",,"447","0","0","0","30","3","73","91","0","0",,"82.2","87.2","77.2"
"ID000096925","SANGKAPURA BAWEAN, ID","2022-02",,"389","0","0","0","28","3","74","90","0","0",,"81.9","87.5","76.2"
"ID000096925","SANGKAPURA BAWEAN, ID","2022-03",,,,,"0","27","13",,"91",,,,,"89.3",
"ID000096925","SANGKAPURA BAWEAN, ID","2022-04",,,"0","0","0","27","16","74","91",,,,"83.2","89.8","76.7"
"ID000096925","SANGKAPURA BAWEAN, ID","2022-05",,,,,"0","28","8",,"91",,,,,"89.0",
"ID000096925","SANGKAPURA BAWEAN, ID","2022-06",,,,,"0","30","3",,"90",,,,,"87.5",
"ID000096925","SANGKAPURA BAWEAN, ID","2022-07",,,,,"0","31","0",,"89",,,,,"86.3",
"ID000096925","SANGKAPURA BAWEAN, ID","2022-08",,"479","0","0","0","29","0","73","89",,"0",,"83.3","87.3","79.3"
"ID000096925","SANGKAPURA BAWEAN, ID","2022-09",,,,,"0","28","0",,"90",,,,,"88.0",
"ID000096925","SANGKAPURA BAWEAN, ID","2022-10",,,,,"0","29","5",,"91",,,,,"88.0",
"IDM00096739","BUDIARTO, ID","2022-01",,,,,"0","27","16",,"95",,,,,"89.7",
"IDM00096739","BUDIARTO, ID","2022-02",,,,,"0","23","10",,"95",,,,,"89.3",
"IDM00096739","BUDIARTO, ID","2022-03",,,,,"0","30","20",,"95",,,,,"90.3",
"IDM00096739","BUDIARTO, ID","2022-04",,,,,"0","29","26",,"95",,,,,"91.6",
"IDM00096739","BUDIARTO, ID","2022-05",,,,,"0","26","19",,"95",,,,,"91.4",
"IDM00096739","BUDIARTO, ID","2022-06",,,,,"0","30","20",,"93",,,,,"90.1",
"IDM00096739","BUDIARTO, ID","2022-07",,,,,"0","30","26",,"93",,,,,"91.2",
"IDM00096739","BUDIARTO, ID","2022-08",,,,,"0","30","25",,"94",,,,,"91.2",
"IDM00096739","BUDIARTO, ID","2022-09",,,,,"0","29","18",,"95",,,,,"90.7",
"IDM00097072","MUTIARA, ID","2022-01",,,,,"0","30","23",,"93",,,,,"90.1",
"IDM00097072","MUTIARA, ID","2022-02",,"434","0","0","0","28","17","67","95",,"0",,"81.1","90.3","71.9"
"IDM00097072","MUTIARA, ID","2022-03",,"433","0","0","0","31","21","67","94",,"0",,"81.1","90.4","71.7"
"IDM00097072","MUTIARA, ID","2022-04",,"479","0","0","0","29","26","69","97",,"0",,"82.7","93.2","72.2"
"IDM00097072","MUTIARA, ID","2022-05",,"492","0","0","0","30","25","70","95",,"0",,"82.0","91.7","72.2"
"IDM00097072","MUTIARA, ID","2022-06",,"472","0","0","0","30","25","68","94",,"0",,"80.7","91.2","70.3"
"IDM00097072","MUTIARA, ID","2022-07","445","445","0","0","0","31","18","67","97",,"0",,"79.8","90.1","69.6"
"IDM00097072","MUTIARA, ID","2022-08","922","477","0","0","0","31","18","67","94",,"0",,"80.4","89.8","71.0"
"IDM00097072","MUTIARA, ID","2022-09","1338","416","0","0","0","29","21","70","95",,"0",,"81.6","90.7","72.5"
"IDM00097072","MUTIARA, ID","2022-10",,,,,"0","29","19",,"94",,,,,"90.0",
"IDM00097270","MUHAMMAD SALAHUDDIN, ID","2022-01",,,,,"0","31","20",,"94",,,,,"90.3",
"IDM00097270","MUHAMMAD SALAHUDDIN, ID","2022-02",,"418","0","0","0","28","19","74","94",,"0",,"83.2","90.4","76.0"
"IDM00097270","MUHAMMAD SALAHUDDIN, ID","2022-03",,,,,"0","30","23",,"95",,,,,"91.4",
"IDM00097270","MUHAMMAD SALAHUDDIN, ID","2022-04",,,,,"0","27","26",,"95",,,,,"93.0",
"IDM00097270","MUHAMMAD SALAHUDDIN, ID","2022-05",,,,,"0","30","27",,"96",,,,,"92.4",
"IDM00097270","MUHAMMAD SALAHUDDIN, ID","2022-06",,,,,"0","30","20",,"95",,,,,"90.6",
"IDM00097270","MUHAMMAD SALAHUDDIN, ID","2022-07",,,,,"0","31","4",,"92",,,,,"88.5",
"IDM00097270","MUHAMMAD SALAHUDDIN, ID","2022-08",,"476","0","0","0","31","25","68","95",,"0",,"81.9","91.4","72.5"
"IDM00097270","MUHAMMAD SALAHUDDIN, ID","2022-09",,,,,"0","29","28",,"96",,,,,"93.3",
"IDM00097270","MUHAMMAD SALAHUDDIN, ID","2022-10",,,,,"0","29","28",,"96",,,,,"93.0",
"IDM00097192","BAU BAU BETO AMBIRI, ID","2022-01",,,,,"0","27","18",,"94",,,,,"90.4",
"IDM00097192","BAU BAU BETO AMBIRI, ID","2022-03",,,,,"0","29","5",,"92",,,,,"88.0",
"IDM00097192","BAU BAU BETO AMBIRI, ID","2022-04",,,,,"0","29","8",,"91",,,,,"89.1",
"IDM00097192","BAU BAU BETO AMBIRI, ID","2022-05",,,,,"0","30","11",,"94",,,,,"89.2",
"IDM00097192","BAU BAU BETO AMBIRI, ID","2022-06",,,,,"0","29","3",,"91",,,,,"85.3",
"IDM00097192","BAU BAU BETO AMBIRI, ID","2022-07",,,,,"0","31","6",,"91",,,,,"88.2",
"IDM00097192","BAU BAU BETO AMBIRI, ID","2022-08",,,,,"0","31","9",,"91",,,,,"88.5",
"IDM00097192","BAU BAU BETO AMBIRI, ID","2022-09",,,,,"0","30","16",,"94",,,,,"89.4",
"IDM00097192","BAU BAU BETO AMBIRI, ID","2022-10",,,,,"0","27","16",,"93",,,,,"89.5",
"IDM00097876","TANAH MERAH, ID","2022-01",,,,,"0","31","24",,"96",,,,,"91.9",
"IDM00097876","TANAH MERAH, ID","2022-02",,,,,"0","26","19",,"96",,,,,"91.3",
"IDM00097876","TANAH MERAH, ID","2022-03",,,,,"0","31","23",,"97",,,,,"91.9",
"IDM00097876","TANAH MERAH, ID","2022-04",,,,,"0","27","25",,"96",,,,,"92.1",
"IDM00097876","TANAH MERAH, ID","2022-05",,,,,"0","28","20",,"96",,,,,"90.7",
"IDM00097876","TANAH MERAH, ID","2022-06",,,,,"0","25","15",,"92",,,,,"89.9",
"IDM00097876","TANAH MERAH, ID","2022-07",,,,,"0","29","2",,"92",,,,,"86.7",
"IDM00097876","TANAH MERAH, ID","2022-08",,,,,"0","26","6",,"92",,,,,"87.8",
"IDM00097876","TANAH MERAH, ID","2022-10",,,,,"0","27","19",,"96",,,,,"91.5",
"ID000097340","WAINGAPU MAU HAU, ID","2022-01",,,,,"0","30","24",,"96",,,,,"91.9",
"ID000097340","WAINGAPU MAU HAU, ID","2022-02",,,,,"0","28","20",,"95",,,,,"90.4",
"ID000097340","WAINGAPU MAU HAU, ID","2022-03",,"485","0","0","0","31","27","73","94",,"0",,"82.9","90.9","74.9"
"ID000097340","WAINGAPU MAU HAU, ID","2022-04",,"455","0","0","0","28","27","68","94",,"0",,"82.4","91.8","73.1"
"ID000097340","WAINGAPU MAU HAU, ID","2022-05",,"471","0","0","0","30","29","68","94",,"0",,"82.5","91.9","73.1"
"ID000097340","WAINGAPU MAU HAU, ID","2022-06",,"433","0","0","0","29","23","68","93",,"0",,"81.0","90.3","71.7"
"ID000097340","WAINGAPU MAU HAU, ID","2022-07","350","350","0","0","0","31","2","63","91",,"0",,"77.9","88.3","67.6"
"ID000097340","WAINGAPU MAU HAU, ID","2022-08","786","436","0","0","0","31","17","65","94",,"0",,"79.5","90.3","68.8"
"ID000097340","WAINGAPU MAU HAU, ID","2022-09","1280","494","0","0","0","30","25","68","94",,"0",,"81.5","91.5","71.4"
"ID000097340","WAINGAPU MAU HAU, ID","2022-10",,,,,"0","30","30",,"95",,,,,"92.4",
"IDM00096221","SULTAN MAHMUD BADARUDDIN II, ID","2022-01",,,,,"0","28","11",,"92",,,,,"88.4",
"IDM00096221","SULTAN MAHMUD BADARUDDIN II, ID","2022-02",,,,,"0","23","11",,"94",,,,,"89.3",
"IDM00096221","SULTAN MAHMUD BADARUDDIN II, ID","2022-08",,,,,"0","28","18",,"93",,,,,"89.8",
"IDM00097310","LARANTUKA GEWAYENTA, ID","2022-01",,,,,"0","28","8",,"92",,,,,"88.3",
"IDM00097310","LARANTUKA GEWAYENTA, ID","2022-02",,,,,"0","24","5",,"91",,,,,"87.3",
"IDM00097310","LARANTUKA GEWAYENTA, ID","2022-03",,,,,"0","31","14",,"92",,,,,"89.2",
"IDM00097310","LARANTUKA GEWAYENTA, ID","2022-04",,,,,"0","29","25",,"96",,,,,"92.0",
"IDM00097310","LARANTUKA GEWAYENTA, ID","2022-05",,,,,"0","31","26",,"95",,,,,"91.5",
"IDM00097310","LARANTUKA GEWAYENTA, ID","2022-06",,,,,"0","30","22",,"93",,,,,"90.6",
"IDM00097310","LARANTUKA GEWAYENTA, ID","2022-07",,,,,"0","31","17",,"92",,,,,"89.8",
"IDM00097310","LARANTUKA GEWAYENTA, ID","2022-08",,,,,"0","30","16",,"94",,,,,"89.8",
"IDM00097310","LARANTUKA GEWAYENTA, ID","2022-09",,,,,"0","29","22",,"96",,,,,"92.1",
"IDM00097310","LARANTUKA GEWAYENTA, ID","2022-10",,,,,"0","29","25",,"96",,,,,"92.6",
"IDM00097430","BABULLAH, ID","2022-01",,,,,"0","31","1",,"90",,,,,"86.8",
"IDM00097430","BABULLAH, ID","2022-02",,,,,"0","28","0",,"90",,,,,"86.7",
"IDM00097430","BABULLAH, ID","2022-03",,,,,"0","30","4",,"91",,,,,"88.1",
"IDM00097430","BABULLAH, ID","2022-04",,,,,"0","28","9",,"92",,,,,"88.6",
"IDM00097430","BABULLAH, ID","2022-05",,,,,"0","30","6",,"91",,,,,"88.2",
"IDM00097430","BABULLAH, ID","2022-06",,,,,"0","30","3",,"90",,,,,"88.4",
"IDM00097430","BABULLAH, ID","2022-07",,,,,"0","31","3",,"91",,,,,"87.2",
"IDM00097430","BABULLAH, ID","2022-08",,,,,"0","31","1",,"91",,,,,"87.5",
"IDM00097430","BABULLAH, ID","2022-09",,,,,"0","30","5",,"91",,,,,"88.3",
"IDM00097430","BABULLAH, ID","2022-10",,,,,"0","30","9",,"92",,,,,"88.6",
"IDM00096581","SUPADIO, ID","2022-01",,,,,"0","26","13",,"92",,,,,"89.6",
"IDM00096581","SUPADIO, ID","2022-02",,,,,"0","26","15",,"94",,,,,"90.7",
"IDM00096581","SUPADIO, ID","2022-03",,,,,"0","28","23",,"96",,,,,"92.1",
"IDM00096581","SUPADIO, ID","2022-04",,,,,"0","25","19",,"95",,,,,"90.9",
"IDM00096581","SUPADIO, ID","2022-06",,,,,"0","28","14",,"93",,,,,"89.2",
"IDM00096581","SUPADIO, ID","2022-07",,,,,"0","26","17",,"95",,,,,"90.3",
"IDM00096581","SUPADIO, ID","2022-08",,,,,"0","27","15",,"94",,,,,"90.3",
"IDM00096581","SUPADIO, ID","2022-09",,,,,"0","28","11",,"95",,,,,"88.8",
"IDM00096581","SUPADIO, ID","2022-10",,,,,"0","28","7",,"93",,,,,"88.2",
"IDM00097230","DENPASAR NGURAH RAI, ID","2022-01",,,,,"0","30","2",,"90",,,,,"87.3",
"IDM00097230","DENPASAR NGURAH RAI, ID","2022-02",,,,,"0","25","3",,"91",,,,,"87.7",
"IDM00097230","DENPASAR NGURAH RAI, ID","2022-03",,,,,"0","28","5",,"92",,,,,"88.6",
"IDM00097230","DENPASAR NGURAH RAI, ID","2022-04",,"446","0","0","0","29","1","74","90",,"0",,"82.7","88.5","76.9"
"IDM00097230","DENPASAR NGURAH RAI, ID","2022-05",,,,,"0","30","0",,"90",,,,,"88.2",
"IDM00097230","DENPASAR NGURAH RAI, ID","2022-06",,"418","0","0","0","30","1","74","90",,"0",,"81.6","86.7","76.6"
"IDM00097230","DENPASAR NGURAH RAI, ID","2022-07",,,,,"0","31","0",,"87",,,,,"84.4",
"IDM00097230","DENPASAR NGURAH RAI, ID","2022-08",,"413","0","0","0","31","0","72","87",,"0",,"80.9","85.0","76.7"
"IDM00097230","DENPASAR NGURAH RAI, ID","2022-09",,,,,"0","30","0",,"88",,,,,"86.2",
"IDM00097230","DENPASAR NGURAH RAI, ID","2022-10",,,,,"0","29","0",,"89",,,,,"86.0",
